,Date,Close,SMA_Close_3,SMA_Close_9,SMA_Close_18,EWA_Close_3,EWA_Close_9,EWA_Close_15,Price_Change_Class,Close_ETH,Volume_ETH,Close_USDC,Volume_USDC,vol_btc_3,vol_usdc_3
10,2018-10-18,6476.7099609375,6539.083333333333,6434.117838541667,6513.37060546875,6505.347065749883,6488.893545760482,6498.7202559755815,0.0,203.3520050048828,1365860000,1.0148899555206299,1182450,5177996666.666667,4629073.333333333
11,2018-10-19,6465.41015625,6495.516764322917,6420.771213107639,6506.470052083333,6485.378610999942,6484.196867858386,6494.556493509884,0.0,203.7270050048828,1264480000,1.0069799423217773,715078,4029100000.0,1469756.6666666667
12,2018-10-20,6489.18994140625,6477.103352864583,6446.654513888889,6502.752821180556,6487.284276203096,6485.1954825679595,6493.885674496929,1.0,205.42999267578125,1238780000,1.0064300298690796,299871,3863790000.0,1000089.3333333334
13,2018-10-21,6482.35009765625,6478.9833984375,6469.740071614583,6501.628390842014,6484.817186929673,6484.626405585618,6492.443727391844,0.0,205.14199829101562,1190300000,1.0128999948501587,509276,3627360000.0,732466.3333333334
14,2018-10-22,6487.16015625,6486.2333984375,6492.09228515625,6496.654513888889,6485.9886715898365,6485.133155718496,6491.783280999113,1.0,204.04400634765625,1328980000,1.0092999935150146,1211160,3403870000.0,508075.0
15,2018-10-23,6475.740234375,6481.750162760417,6512.626736111111,6488.502305772569,6480.864452982418,6483.254571449797,6489.777900171099,0.0,204.33599853515625,1237490000,1.0105899572372437,1503840,3435200000.0,673435.6666666666
16,2018-10-24,6495.83984375,6486.246744791667,6501.437825520833,6483.365071614583,6488.352148366209,6485.771625909839,6490.535643118461,1.0,203.8520050048828,1102220000,1.0100200176239014,923940,3547540000.0,1074758.6666666667
17,2018-10-25,6476.2900390625,6482.623372395833,6488.12451171875,6476.328396267361,6482.321093714354,6483.875308540372,6488.754942611466,0.0,202.718994140625,1102900000,1.0079699754714966,1365520,3604560000.0,1212980.0
18,2018-10-26,6474.75,6482.293294270833,6480.382269965277,6466.468397352431,6478.535546857177,6482.050246832298,6487.004324785033,0.0,203.32899475097656,1161310000,1.0116300582885742,950623,3457123333.3333335,1264433.3333333333
19,2018-10-27,6480.3798828125,6477.139973958333,6480.7900390625,6457.453938802083,6479.457714834838,6481.71617402834,6486.176269538466,1.0,204.2100067138672,1084810000,1.008239984512329,712963,3320423333.3333335,1080027.6666666667
20,2018-10-28,6486.39013671875,6480.506673177083,6483.121148003473,6451.946180555556,6482.923925776794,6482.6509665664225,6486.203002936001,1.0,205.36599731445312,1139140000,1.0110700130462646,282707,3309950000.0,1009702.0
21,2018-10-29,6332.6298828125,6433.13330078125,6465.7255859375,6456.190049913194,6407.7769042946475,6452.646749815639,6467.006362920563,0.0,197.2469940185547,1517230000,1.008370041847229,1983680,3381496666.6666665,648764.3333333334
22,2018-10-30,6334.27001953125,6384.430013020833,6449.272243923611,6459.506157769098,6371.023461912949,6428.971403758762,6450.414319996899,1.0,197.55599975585938,1363500000,1.0046800374984741,715882,3679450000.0,993116.6666666666
23,2018-10-31,6317.60986328125,6328.169921875,6430.433322482639,6461.262803819444,6344.316662597099,6406.699095663261,6433.813762907443,0.0,197.38099670410156,1442380000,0.9963859915733337,1279360,3808733333.3333335,994089.6666666666
24,2018-11-01,6377.77978515625,6343.219889322917,6419.548828125,6466.087782118056,6361.0482238766745,6400.915233561859,6426.809515688544,1.0,198.8719940185547,1336700000,0.992501974105835,1800480,4057416666.6666665,1326307.3333333333
25,2018-11-02,6388.43994140625,6361.276529947917,6407.615505642361,6454.526665581598,6374.744082641462,6398.420175130738,6422.013318903257,1.0,200.63499450683594,1451870000,0.9999690055847168,2042390,3920580000.0,1265240.6666666667
26,2018-11-03,6361.259765625,6375.826497395833,6394.834364149306,6441.479437934027,6368.001924133231,6390.988093229591,6414.419124743475,0.0,200.18600463867188,1307150000,1.003790020942688,1402480,4071836666.6666665,1707410.0
27,2018-11-04,6376.1298828125,6375.276529947917,6383.876573350694,6432.129421657986,6372.065903472865,6388.0164511461735,6409.632969502102,1.0,207.48599243164062,1749300000,0.997668981552124,2144200,3894303333.3333335,1748450.0
28,2018-11-05,6419.66015625,6385.683268229167,6377.129937065973,6428.959988064236,6395.863029861433,6394.345192166939,6410.886367845589,1.0,209.09100341796875,1613510000,0.9987480044364929,1287400,4094510000.0,1863023.3333333333
29,2018-11-06,6461.009765625,6418.933268229167,6374.309895833333,6428.715521918402,6428.436397743217,6407.678106858552,6417.1517925680155,1.0,218.45199584960938,1856940000,1.0005199909210205,2241070,4074486666.6666665,1611360.0
30,2018-11-07,6530.14013671875,6470.27001953125,6396.255479600694,6430.990532769098,6479.288267230983,6432.170512830593,6431.275335586857,1.0,217.18299865722656,1927830000,1.0042999982833862,2589880,4421620000.0,1890890.0
31,2018-11-08,6453.72021484375,6481.623372395833,6409.527723524306,6429.399983723958,6466.504241037366,6436.4804532332255,6434.080945493969,0.0,212.2310028076172,1769080000,1.0038399696350098,3423190,4605366666.666667,2039450.0
32,2018-11-09,6385.6201171875,6456.493489583333,6417.084418402777,6423.758870442708,6426.062179112433,6426.308386024081,6428.02334195566,0.0,210.07400512695312,1554750000,1.008039951324463,3478250,4768853333.333333,2751380.0
33,2018-11-10,6409.22021484375,6416.186848958333,6420.577799479167,6420.063313802083,6417.641196978091,6422.890751788016,6425.672951066671,1.0,212.5330047607422,1377760000,1.0109599828720093,2497760,4651113333.333333,3163773.3333333335
34,2018-11-11,6411.27001953125,6402.036783854167,6423.114474826389,6415.364990234375,6414.455608254671,6420.566605336664,6423.8725846247435,1.0,211.33999633789062,1501600000,1.0090099573135376,4726130,4239133333.3333335,3133066.6666666665
35,2018-11-12,6371.27001953125,6397.25341796875,6424.226725260417,6409.530544704861,6392.86281389296,6410.707288175582,6417.297263988056,0.0,210.41799926757812,1452380000,1.013200044631958,6446540,3997066666.6666665,3567380.0
36,2018-11-13,6359.490234375,6380.6767578125,6422.377875434027,6403.127224392361,6376.17652413398,6400.463877415466,6410.071385286424,0.0,206.8260040283203,1610260000,1.0128200054168701,6483310,3980050000.0,4556810.0
37,2018-11-14,5738.35009765625,6156.3701171875,6346.6767578125,6361.903347439236,6057.263310895115,6268.041121463624,6326.106224332651,0.0,181.39700317382812,2595330000,1.023069977760315,24013300,4246210000.0,5885326.666666667
38,2018-11-15,5648.02978515625,5915.2900390625,6256.345648871527,6315.327772352431,5852.646548025683,6144.03885420215,6241.346669435601,0.0,180.80599975585938,2638410000,1.0183099508285522,18776600,5399503333.333333,12314383.333333334
39,2018-11-16,5575.5498046875,5653.9765625,6150.280056423611,6273.267768012152,5714.0981763565915,6030.341044299221,6158.122061342088,0.0,175.177001953125,2015330000,1.030269980430603,9247040,6311626666.666667,16424403.333333334
40,2018-11-17,5554.330078125,5592.636555989583,6050.347819010417,6229.937771267361,5634.214127240795,5935.138851064377,6082.648063439952,0.0,174.00100708007812,1832800000,1.009119987487793,5537380,6570133333.333333,17345646.666666668
41,2018-11-18,5623.5400390625,5584.473307291667,5965.672254774306,6191.378336588542,5628.877083151648,5872.819088664002,6025.259560392771,1.0,177.06700134277344,1810920000,1.0118800401687622,5735460,5538203333.333333,11187006.666666666
42,2018-11-19,4871.490234375,5349.786783854167,5794.813368055556,6107.695583767361,5250.183658763324,5672.553317806202,5881.03839464055,0.0,149.1750030517578,2745160000,1.0201900005340576,27873100,4580716666.666667,6839960.0
43,2018-11-20,4451.8701171875,4982.300130208333,5577.102267795139,6000.108371310764,4851.026887975412,5428.416677682462,5702.392359958919,0.0,130.33900451660156,3134410000,1.019950032234192,43293600,5167463333.333333,13048646.666666666
44,2018-11-21,4602.169921875,4641.843424479167,5380.535590277777,5902.381157769098,4726.598404925206,5263.16732652097,5564.864555198429,1.0,136.7010040283203,2685930000,1.0144100189208984,20164000,6542510000.0,25634053.333333332
45,2018-11-22,4365.93994140625,4473.32666015625,5159.030002170139,5790.703938802083,4546.269173165728,5083.721849498026,5414.998978474407,0.0,126.70600128173828,1792150000,1.0194799900054932,11556600,7195990000.0,30443566.666666668
46,2018-11-23,4347.10986328125,4438.406575520833,5004.44775390625,5675.562255859375,4446.689518223489,4936.399452254671,5281.5128390752625,0.0,123.2959976196289,1998010000,1.020609974861145,17717500,6372593333.333333,25004733.333333332
47,2018-11-24,3880.760009765625,4197.936604817708,4808.084445529514,5532.2150472005205,4163.724763994557,4725.271563756862,5106.4187354115575,0.0,113.49400329589844,1800960000,1.0229599475860596,19409700,5186993333.333333,16479366.666666666
48,2018-11-25,4009.969970703125,4079.2799479166665,4634.131130642361,5392.205593532986,4086.847367348841,4582.211245146114,4969.362639823003,1.0,116.44999694824219,2466750000,1.0259599685668945,23476200,4706786666.666667,16227933.333333334
49,2018-11-26,3779.1298828125,3889.9532877604165,4436.886664496527,5243.617241753473,3932.9886250806703,4421.5949726793915,4820.58354519669,0.0,108.33499908447266,2139490000,1.037410020828247,29734800,5458876666.666667,20201133.333333332
50,2018-11-27,3820.719970703125,3869.93994140625,4236.573323567708,5101.122789171007,3876.8542978918977,4301.419972284139,4695.600598384994,1.0,110.01000213623047,2320010000,1.0120999813079834,13622700,5994013333.333333,24206900.0
51,2018-11-28,4257.419921875,3952.4232584635415,4168.343288845486,4981.5783284505205,4067.137109883449,4292.6199622023105,4640.828013821244,1.0,122.43800354003906,2673470000,1.011639952659607,23327400,6433753333.333333,22277900.0
52,2018-11-29,4278.8466796875,4118.995524088542,4149.118462456598,4863.110365125868,4172.991894785475,4289.865305699348,4595.580347054525,1.0,117.54264831542969,2196099151,1.0145970582962036,18025473,6585300000.0,22228300.0
53,2018-11-30,4017.2685546875,4184.51171875,4084.1294216579863,4732.332505967882,4095.1302247364874,4235.345955496979,4523.2913730086475,0.0,113.17141723632812,2020748396,1.010396957397461,14143221,6594115922.333333,18325191.0
54,2018-12-01,4214.671875,4170.262369791667,4067.3218587239585,4613.175930447049,4154.901049868244,4231.211139397583,4484.713935757567,1.0,118.63555908203125,2131475768,1.0081969499588013,14198649,6610548161.333333,18498698.0
55,2018-12-02,4139.8779296875,4123.939453125,4044.296088324653,4524.371921115451,4147.389489777872,4212.944497455566,4441.609434998809,0.0,116.38890075683594,1856199149,1.0127710103988647,10761895,5975559525.666667,15455781.0
56,2018-12-03,3894.130859375,4082.8935546875,4045.78173828125,4426.933091905382,4020.760174576436,4149.181769839453,4373.174613045832,0.0,108.92501831054688,1772756193,1.0097490549087524,12188098,5562009568.333333,13034588.333333334
57,2018-12-04,3956.893798828125,3996.967529296875,4039.8843858506943,4337.007758246527,3988.8269867022805,4110.724175637188,4321.139511268619,1.0,110.21418762207031,1748116495,1.0127949714660645,12556999,5242527660.666667,12382880.666666666
58,2018-12-05,3753.994873046875,3868.33984375,4037.091606987847,4236.9891357421875,3871.410929874578,4039.378315119125,4250.246431490901,0.0,102.47555541992188,1990157607,1.0136330127716064,14257800,5126779376.0,11835664.0
59,2018-12-06,3521.101806640625,3743.996826171875,4003.8006998697915,4120.18701171875,3696.2563682576015,3935.7230134234255,4159.103353384617,0.0,91.76105499267578,2310716932,1.018265962600708,21637768,5140040602.333333,13000965.666666666
60,2018-12-07,3419.937255859375,3565.0113118489585,3910.7470703125,4039.545179578993,3558.0968120584885,3832.5658619106157,4066.7075911939614,0.0,93.29456329345703,2554304530,1.011307954788208,29947363,5402961307.333333,16150855.666666666
61,2018-12-08,3476.11474609375,3472.3846028645835,3821.554633246528,3985.3365478515625,3517.1057790761192,3761.2756387472427,3992.883485556435,1.0,92.15963745117188,1855759401,1.0221829414367676,17724714,6005476710.333333,21947643.666666668
62,2018-12-09,3614.234375,3503.4287923177085,3776.7730577256943,3930.4512396918403,3565.6700770380594,3731.867385997795,3945.5523467368807,1.0,95.14205932617188,1875567180,1.018252968788147,14831259,6006324351.333333,23103281.666666668
63,2018-12-10,3502.656005859375,3531.001708984375,3697.6601833767363,3882.491021050347,3534.163041448717,3686.025109970111,3890.1903041271926,0.0,91.68565368652344,1756437577,1.0246930122375488,12987868,5696004264.0,20834445.333333332
64,2018-12-11,3424.588134765625,3513.826171875,3618.183539496528,3831.2398139105903,3479.375588107171,3633.7377149292133,3831.990032956997,0.0,88.94530487060547,1707497898,1.0203360319137573,12104531,5091122028.0,15181280.333333334
65,2018-12-12,3486.9501953125,3471.3981119791665,3572.9412434895835,3809.3614908854165,3483.1628917098355,3604.3802110058705,3788.8600532514347,1.0,90.59329986572266,1533050103,1.0227700471878052,10392693,4888368925.0,13307886.0
66,2018-12-13,3313.67724609375,3408.4051920572915,3501.4727376302085,3770.678561740451,3398.4200689017925,3546.239618023447,3729.4622023567244,0.0,86.53931427001953,1754475622,1.0159130096435547,8569160,4619032919.0,11828364.0
67,2018-12-14,3242.48486328125,3347.7041015625,3444.6382921006943,3740.864949544271,3320.4524660915213,3485.4886670750075,3668.59003497229,0.0,84.30829620361328,1651491877,1.0172920227050781,11571584,4393167491.0,10355461.333333334
68,2018-12-15,3236.76171875,3264.3079427083335,3413.0449490017363,3708.4228244357637,3278.6070924207606,3435.7432774100057,3614.6114954445043,0.0,84.44081115722656,1496176898,0.9979400038719177,8595919,4285166982.6666665,10177812.333333334
69,2018-12-16,3252.839111328125,3244.028564453125,3394.4784884982637,3652.612779405382,3265.723101874443,3399.1624441936297,3569.3899474299565,1.0,85.26210021972656,1565817037,1.0119609832763672,9383751,4089299893.3333335,9578887.666666666
70,2018-12-17,3545.86474609375,3345.1551920572915,3402.2284884982637,3611.891560872396,3405.793923984096,3428.5029045736546,3566.4492972629305,1.0,95.13382720947266,2101453024,1.0142329931259155,18392475,3889592072.6666665,9850418.0
71,2018-12-18,3696.05908203125,3498.2543131510415,3411.320122612847,3594.046590169271,3550.926503007673,3482.014140065174,3582.6505203589704,1.0,101.11245727539062,2277514076,1.0098539590835571,24572396,4235086824.3333335,12124048.333333334
72,2018-12-19,3745.95068359375,3662.6248372395835,3438.3528645833335,3568.0065239800347,3648.4385933007115,3534.8014487708897,3603.063040763318,1.0,101.2685775756836,2456482115,1.0192300081253052,46352135,5021607461.666667,17449540.666666668
73,2018-12-20,4134.44140625,3858.8170572916665,3517.2254503038193,3567.704494900174,3891.439999775356,3654.7294402667117,3669.4853364491532,1.0,116.21687316894531,3063842618,1.015118956565857,58976758,6043754170.0,29772335.333333332
74,2018-12-21,3896.543701171875,3925.645263671875,3562.73583984375,3567.8385416666665,3893.991850473615,3703.0922924477445,3697.867632039494,0.0,109.49623107910156,2632539990,1.0154269933700562,46603504,7216381290.333333,43300429.666666664
75,2018-12-22,4014.1826171875,4015.055908203125,3640.569769965278,3571.021253797743,3954.0872338305576,3765.3103573956964,3737.407005182995,1.0,116.7594985961914,2338772939,1.0106680393218994,26222950,7647944701.333333,50644132.333333336
76,2018-12-23,3998.980224609375,3969.9021809895835,3724.624810112847,3584.631551106771,3976.5337292199665,3812.0443308384324,3770.1036576112924,0.0,130.7652587890625,3579715061,1.0107189416885376,23629168,7246322739.333333,43934404.0
77,2018-12-24,4078.59912109375,4030.5873209635415,3818.162299262153,3615.6036241319443,4027.5664251568583,3865.355288889496,3808.6655905465996,1.0,140.23800659179688,4370343387,1.0115710496902466,43621601,6321038143.0,32151874.0
78,2018-12-25,3815.49072265625,3964.356689453125,3880.679144965278,3637.578816731771,3921.528573906554,3855.382375642847,3809.518732060306,0.0,129.84434509277344,3298280609,1.0117369890213013,27610569,6332689074.666667,31157906.333333332
79,2018-12-26,3857.297607421875,3917.129150390625,3915.2827962239585,3658.7556423611113,3889.4130906642145,3855.765421998653,3815.4910914805023,1.0,131.86563110351562,2720469126,1.0136239528656006,19786403,6516817094.666667,31620446.0
80,2018-12-27,3654.83349609375,3775.8739420572915,3910.7021755642363,3661.0111490885415,3772.1232933789825,3815.5790368176727,3795.4088920571585,0.0,116.57591247558594,2612804378,1.0174800157546997,23019282,6241907904.0,30339524.333333332
81,2018-12-28,3923.918701171875,3812.0166015625,3930.4763997395835,3684.4146321614585,3848.0209972754287,3837.246969688513,3811.4726181964984,1.0,137.6470184326172,3130201009,1.0112099647521973,28974098,5538325859.0,23472084.666666668
82,2018-12-29,3820.40869140625,3799.7202962239585,3895.5838758680557,3706.4046630859375,3834.2148443408396,3833.879314032061,3812.5896273477174,0.0,138.01834106445312,3169029972,1.0216649770736694,22783697,5362774877.333333,23926594.333333332
83,2018-12-30,3865.95263671875,3870.0933430989585,3892.184868706597,3727.460354275174,3850.083740529795,3840.293978569399,3819.2600035190967,1.0,139.8594512939453,2660086834,1.0131690502166748,18537225,5251144210.333333,24925692.333333332
84,2018-12-31,3742.700439453125,3809.687255859375,3862.0201822916665,3751.294976128472,3796.39208999146,3820.7752707461445,3809.6900580108504,0.0,133.36825561523438,2358360234,1.016564965248108,20975704,5131262946.666667,23431673.333333332
85,2019-01-01,3843.52001953125,3817.3910319010415,3844.746826171875,3784.6858181423613,3819.956054761355,3825.324220503166,3813.9188032009006,1.0,140.8194122314453,2258709868,1.0133010149002075,17007853,4808025099.333333,20765542.0
86,2019-01-02,3943.409423828125,3843.2099609375,3829.7257486979165,3823.9440239800347,3881.68273929474,3848.9412611681582,3830.1051307793036,1.0,155.0476837158203,3328240369,1.0181729793548584,18125812,4585540123.666667,18840260.666666668
87,2019-01-03,3836.7412109375,3874.556884765625,3832.0869140625,3856.3830295138887,3859.21197511612,3846.5012511220266,3830.9346407990784,0.0,149.135009765625,2676164880,1.0135769844055176,15279811,4743632877.333333,18703123.0
88,2019-01-04,3857.717529296875,3879.2893880208335,3832.1335720486113,3873.7081841362847,3858.4647522064975,3848.744506756996,3834.282501861303,1.0,154.58193969726562,3126192535,1.0081599950790405,17203036,4699757681.666667,16804492.0
89,2019-01-05,3845.194580078125,3846.5511067708335,3853.2848036024307,3881.9934895833335,3851.829666142311,3848.0345214212225,3835.646511638406,0.0,155.6385955810547,3338211928,1.0110100507736206,15428171,4874345840.666667,16869553.0
90,2019-01-06,4076.632568359375,3926.514892578125,3870.2530110677085,3900.364705403646,3964.231117250843,3893.7541308088535,3865.769768728527,1.0,157.74620056152344,3231294371,1.0101079940795898,18503989,4838596836.666667,15970339.333333334
91,2019-01-07,4025.248291015625,3982.3584798177085,3893.0129665798613,3894.2984212239585,3994.739704133234,3920.052962850208,3885.7045840144146,0.0,151.69921875,2712108388,1.0053579807281494,18697630,5194200910.333333,17045065.333333332
92,2019-01-08,4030.847900390625,4044.242919921875,3911.334662543403,3901.759765625,4012.7938022619296,3942.2119503582912,3903.847498561441,1.0,150.35963439941406,2459808140,1.0079180002212524,23189996,5321087633.666667,17543263.333333332
93,2019-01-09,4035.29638671875,4030.4641927083335,3943.8453233506943,3902.9327528211807,4024.0450944903396,3960.828837630383,3920.278609581105,1.0,150.80311584472656,2369241197,1.0022640228271484,23000567,5377415460.666667,20130538.333333332
94,2019-01-10,3678.924560546875,3915.02294921875,3925.556939019097,3885.1518825954863,3851.4848275186073,3904.447982213682,3890.1093534518263,0.0,128.62518310546875,3397734456,1.01310396194458,51534670,5217041389.0,21629397.666666668
95,2019-01-11,3687.365478515625,3800.52880859375,3897.107611762153,3863.4166802300347,3769.425153017116,3861.0314814740705,3864.766369084801,1.0,127.54832458496094,2667585234,1.0147349834442139,25279715,5765547442.0,32575077.666666668
96,2019-01-12,3661.301025390625,3675.8636881510415,3877.6142578125,3854.8505859375,3715.3630892038705,3821.0853902573813,3839.333201123029,0.0,125.9665298461914,2212109224,1.0106910467147827,12617410,5842920628.666667,33271650.666666668
97,2019-01-13,3552.953125,3633.8732096354165,3843.7515462239585,3837.9425591362847,3634.1581071019355,3767.4589372059054,3803.5356916076507,0.0,116.8978042602539,2268263944,1.0111089944839478,16808894,5730342514.666667,29810598.333333332
98,2019-01-14,3706.05224609375,3640.1021321614585,3828.2912868923613,3840.788045247396,3670.1051765978427,3755.177598983474,3791.3502609184134,1.0,129.0687255859375,2798085735,1.007591962814331,25825886,4999395404.666667,18235339.666666668
99,2019-01-15,3630.67529296875,3629.8935546875,3778.740478515625,3824.4967447916665,3650.3902347832964,3730.2771377805298,3771.265889924706,0.0,122.03271484375,2735449164,1.0120689868927002,26459207,5036952613.0,18417396.666666668
100,2019-01-16,3655.0068359375,3663.9114583333335,3737.6025390625,3815.3077528211807,3652.698535360398,3715.223077411924,3756.7335081763053,1.0,123.54706573486328,2746469340,1.0123629570007324,25957206,5289959752.666667,23031329.0
101,2019-01-17,3678.56396484375,3654.7486979166665,3698.4598795572915,3804.897271050347,3665.631250102074,3707.8912548982894,3746.962315259736,1.0,123.7419204711914,2594091285,1.0303529500961304,41708422,5527677979.0,26080766.333333332
102,2019-01-18,3657.83935546875,3663.8033854166665,3656.520209418403,3800.182766384549,3661.735302785412,3697.8808750123817,3735.821945285863,0.0,121.01026153564453,2305389800,1.0131150484085083,18899249,5465356610.0,31374945.0
103,2019-01-19,3728.568359375,3688.3238932291665,3662.036187065972,3793.7965630425347,3695.1518310802057,3704.0183718849057,3734.9152470470053,1.0,124.5190200805664,3048261797,1.0114109516143799,15830400,5287279751.666667,28854959.0
104,2019-01-20,3601.013671875,3662.4737955729165,3652.4415418836807,3774.7745768229165,3648.082751477603,3683.4174318829246,3718.177550150505,0.0,119.4748306274414,2964108269,1.0166690349578857,14934092,5474357830.0,25479357.0
105,2019-01-21,3576.032470703125,3635.204833984375,3642.9672580295137,3760.290757921007,3612.057611090364,3661.9404396469645,3700.4094152195826,0.0,117.15785217285156,2421720343,1.0125470161437988,12277261,5513714222.333333,16554580.333333334
106,2019-01-22,3604.5771484375,3593.8744303385415,3648.7032606336807,3746.2274034288193,3608.317379763932,3650.467781405072,3688.4303818718226,1.0,118.74755096435547,2552507405,1.0085409879684448,18848807,5514175999.666667,14347251.0
107,2019-01-23,3585.123046875,3588.5775553385415,3635.2666829427085,3731.7789849175347,3596.720213319466,3637.3988344990576,3675.51696499722,0.0,117.45260620117188,2556952198,1.008734941482544,14686835,5300153391.666667,15353386.666666666
108,2019-01-24,3600.865478515625,3596.855224609375,3631.9544813368057,3705.3474799262153,3598.7928459175455,3630.092163302371,3666.1855291870206,1.0,117.36288452148438,2520843420,1.0102709531784058,19309437,5250575421.333333,15270967.666666666
109,2019-01-25,3599.765869140625,3595.25146484375,3625.816596137153,3681.709567599826,3599.2793575290852,3624.026904470022,3657.8830716812213,0.0,116.37834167480469,2606881898,1.0120500326156616,16078526,5336749417.0,17615026.333333332
110,2019-01-26,3602.46044921875,3601.0305989583335,3617.360649956597,3657.9102647569443,3600.8699033739176,3619.713613419768,3650.9552438734127,1.0,116.48873901367188,2412181169,1.0124759674072266,12311593,5320824078.0,16691599.333333334
111,2019-01-27,3583.9658203125,3595.3973795572915,3609.1524793836807,3632.8363444010415,3592.417861843209,3612.5640547983144,3642.581565928299,0.0,113.40528869628906,2775888287,1.013942003250122,17334193,5208966606.666667,15899852.0
112,2019-01-28,3470.450439453125,3552.292236328125,3580.472710503472,3621.254448784722,3531.434150648167,3584.1413317292768,3621.0651751189025,0.0,106.58997344970703,3366895505,1.0118019580841064,34421448,5311594580.0,15241437.333333334
113,2019-01-29,3448.116943359375,3500.8444010416665,3563.484185112847,3607.9628634982637,3489.775547003771,3556.9364540552965,3599.446646148962,0.0,105.59821319580078,2900418606,1.014050006866455,26620698,5859288894.666667,21355744.666666668
114,2019-01-30,3486.181640625,3468.2496744791665,3553.5007595486113,3598.2340087890625,3487.9785938143855,3542.785491369237,3585.288520458467,1.0,108.90753936767578,2874370355,1.013232946395874,28233801,6125614314.0,26125446.333333332
115,2019-01-31,3457.792724609375,3464.0304361979165,3537.1913791232637,3592.947319878472,3472.88565921188,3525.7869380172647,3569.3515459773303,0.0,107.0610122680664,2828796031,1.0124850273132324,30016994,6253734201.0,29758649.0
116,2019-02-01,3487.9453125,3477.3065592447915,3526.393853081597,3580.830268012153,3480.41548585594,3518.2186129138117,3559.1757667926636,1.0,107.60978698730469,2541271519,1.0158439874649048,26896947,5894490130.333333,28290497.666666668
117,2019-02-02,3521.060791015625,3488.9329427083335,3517.526665581597,3574.740573459201,3500.7381384357823,3518.787048534174,3554.4113948205336,1.0,110.43025970458984,2385157838,1.0183379650115967,23207115,5736412535.0,28382580.666666668
118,2019-02-03,3464.013427734375,3491.0065104166665,3502.443060980903,3564.129828559028,3482.3757830850786,3507.8323243742143,3543.1116489347637,0.0,107.49266815185547,2519334757,1.0142439603805542,26365349,5441916193.0,26707018.666666668
119,2019-02-04,3459.154052734375,3481.409423828125,3486.5201280381943,3551.940388997396,3470.764917909727,3498.0966700462463,3532.616949409715,0.0,107.82160186767578,2491888675,1.0114250183105469,24242526,5179495964.0,25489803.666666668
120,2019-02-05,3466.357421875,3463.1749674479165,3473.4525282118057,3541.302503797743,3468.5611698923635,3491.7488204119973,3524.3345084678754,1.0,107.44351959228516,2515863999,1.0087289810180664,19011789,5149426690.333333,24604996.666666668
121,2019-02-06,3413.767822265625,3446.4264322916665,3467.1544596354165,3523.8135850694443,3441.1644960789945,3476.1526207827233,3510.513672692594,0.0,104.9192886352539,2593048199,1.0130510330200195,27032564,5201402005.0,23206554.666666668
122,2019-02-07,3399.4716796875,3426.5323079427085,3461.7494303385415,3512.6168077256943,3420.3180878832472,3460.816432563679,3496.633423566957,0.0,104.5353012084961,2326764622,1.0110479593276978,15429983,5347488156.333333,23428959.666666668
